text,label,score,source_url,char_len,word_len
"The charity partner for this event is Alzheimer’s Association, CT Chapter. Consider making a donation or run, walk or volunteer with their group and support their mission to end Alzheimer’s and all other dementia. HMF CAN: Please help give back to the local community. Donate nonperishable food in the HMF Can tent at Packet Pickup on race day to support Southington’s Bread For Life food bank. HMF Can is supported by Stop & Shop to help alleviate food insecurity in communities. The Alzheimer’s Association, founded in 1980, leads the way to end Alzheimer’s and all other dementia – by accelerating global research, driving risk reduction and early detection, and maximizing quality care and support. At the Connecticut Chapter, they are the primary source of education and support for the thousands of families affected by dementia. The Connecticut Chapter staff and trained volunteers offer community educational programs, support groups, and early-stage social engagement programs for those living with dementia and their caregivers. They offer a free 24/7 multilingual helpline (1-800-272-3900) which provides information and referral and care consultations. They provide professional training based on Dementia Care Best Practice recommendations and hold a collaborative annual New England Conference for professionals and a separate conference for those living with dementia and their caregivers. Please consider making a donation to the Alzheimer’s Association during the registration process or today by clicking the button below. Participants are also encouraged to create and use their own fundraising account! Using your own fundraising account is easy and fun to do! Once you’ve registered, just log into your haku participant account, and then navigate to your fundraising account to get started or . For a step by step guide on how to use your fundraising account, To see how you or your team is doing, check out the",NON-EVENT,0,https://www.hartfordmarathon.com/oshenanigans-5k/run-for-good/,1932,300
"Plan Your Visit & FAQ Use tab to navigate through the menu items. Location: 2933 Farm House Way, Fort Worth, Texas Residents: Scoggin and Van Zandt families The Van Zandt Cottage is owned by the City of Fort Worth's Park and Recreation Department and operated by Log Cabin Village. It is Village's only off-site facility. The Cottage is a Recorded Texas Historic Landmark and is listed on the National Register of Historic Places . It is a local historic landmark as the oldest home in Fort Worth on its original foundation, and as one of the early homes of Major K.M. Van Zandt. It is recognized on a national level as an example of an early restoration project. The Cottage was first restored by the Daughters of the Republic of Texas and the United Daughters of the Confederacy in 1936 as a project for the Texas Centennial. The Cottage has been through a partnership between the City of Fort Worth and the Van Zandt Cottage Friends, Inc. Use the buttons below to learn more about the Cottage and our ongoing re-restoration work. Gretchen, Andrea and Alex Denny -In memory of Samuel A. Denny The City of Fort Worth and the Van Zandt Cottage Friends, Inc., extend their deepest gratitude to the generous supporters who donated to the capital campaign for the Van Zandt Cottage re-restoration. Meta Alice Keith Bratten Foundation Jill & Charles Fischer Foundation Shirlee J. and Taylor Gandy Mr. and Mrs. Theodore B. Gupton Edward Hudson, Jr. & W. A. Hudson, II The Rt. Rev. and Mrs. Sam B. Hulsey Linda and Harold V. Johnson, III Mollie & Garland Lasater Charitable Foundation Mr. & Mrs. Foster Nelson Susan Morgan and Hank Price -Debbie, Capera and Willing Ryan Mr. and Mrs. Richard J. Allie F. Robert and Mona Tull Ball Dr. Chris & Jo McGinley Gupton Brooks Dr. Robert and Joyce Pate Capper Nina Marie and Gary Cole Courtney C. and Raymond G. Dickerson Lisa W. and David M. Diffley Mrs.  William L. Gupton, Jr. Mary Kathryn and Todd P. Kelly Kathryn C. and L. Russell Laughlin Mr. & Mrs. William A. Massad Pat and Clyde S. McCall, Jr. Elizabeth and Paul Ray, Jr. Mr. and Mrs. Gary M. Silman Dr. and Mrs. Robert J. Turner, III Neil and Cheryl Van Zandt John F. Williams –  In Memory of Anne McLean Diane and George M. Young K.M. Van Zandt Early Life & Family",NON-EVENT,0,https://www.logcabinvillage.org/vanzandtcottage,2261,404
"Khleber Miller (K.M.) Van Zandt was born November 7, 1836 in Franklin County, Tennessee. His father Isaac moved the family to Harrison Co. Texas in 1839. Three years later, Isaac was appointed charge d’affaires to the United States to help achieve the annexation of Texas. At the age of 15, K.M. headed east to attend Franklin College in Tennessee. He had turned 16 by the time of his arrival. He graduated from college on July 4, 1854 and returned home to Marshall, Texas. K.M. married Minerva Peete on April 19, 1857. He was admitted to the bar and practiced law in Marshall until the outbreak of the Civil War. In 1861, K.M. helped organize and became the leader of Company D, Seventh Texas Infantry. After the war’s end, Major K.M. Van Zandt set out for Fort Worth, carrying out his childhood ambition of moving to “West Texas.” This journey changed not only his and his young family's future, but also altered the course for this desolate town of 250. K.M. would marry two more times. After Minerva's death, he married her sister Mattie V. Peete on July 22, 1869. After Mattie’s death, K.M. married a young teacher named Octavia Pendleton on October 8, 1885. K.M. and Octavia were married until his death on March 19, 1930. These three marriages produced 14 children for Van Zandt.",EVENT,2,https://www.logcabinvillage.org/vanzandtcottage,1286,225
"K.M. Van Zandt during the Civil War K.M. (on the right) during college years. K.M. Van Zandt with his 14 daughters and sons Top row, standing, left to right: Alice Van Zandt Williams, Edmund Pendleton Van Zandt, Virginia Van Zandt Diboll, Elias Beall Van Zandt, Ida Van Zandt Smith, Richard L. Van Zandt, Annie Van Zandt Attwell, Isaac Van Zandt, Frances Cooke Van Zandt Sloan. Bottom, row, sitting, left to right: K.M. Van Zandt, Jr., Florence Van Zandt Jennings, K.M. Van Zandt, Albert Sidney Johnston Van Zandt, Mary Louisa Van Zandt Hendricks, Margaret Colville Van Zandt Miller. Fort Worth Life & Contributions “Fort Worth, as I saw it on an August afternoon in 1865, presented a sad and gloomy picture… I think there were not over 250 people – counting men, women, and children.” --Major K.M. Van Zandt on Fort Worth, 1865 Bird's Eye View of Fort Worth, 1876 Courtesy Texas Historical Commission, The Portal to Texas History When Major Khleber Miller Van Zandt arrived at what was left of Fort Worth in 1865, he found a small hamlet on the verge of extinction.  By the time of his death in 1930, Fort Worth was a bustling community well on its way to becoming a major center of commerce and culture in north Texas.  This success was due largely to Major Van Zandt’s dedication to service, community, and collaboration to create a brighter future and a better way of life for Fort Worth citizens. “My business was prospering, and I had the opportunity of becoming a wealthy man; but I was interested in other values before money.  Fort Worth was growing, and there was much to be done.” --Major K.M. Van Zandt on Fort Worth, 1871 K.M. Van Zandt’s Major Contributions to Fort Worth: 1866 - Helped start first post Civil War school in Fort Worth 1872 - Part of a group that negotiated to bring the Texas and Pacific Railroad to Fort Worth 1875 - Organized Tarrant County Construction Company to grade final 30 miles of railroad",NON-EVENT,0,https://www.logcabinvillage.org/vanzandtcottage,1930,338
1876 - First train pulled in to Fort Worth (July 19) 1876 - Helped organize the Fort Worth Street Railway Company; first car on the tracks December 25,EVENT,2,https://www.logcabinvillage.org/vanzandtcottage,150,28
"1877-1930 – Served as a school trustee for more than 25 years, and President of the board of the First Christian Church until his death 1883 -1930 - Organized Fort Worth National Bank with partners and was president until his death 1894-1896 – Fort Worth City Council 1913-1915 – Park Board Commissioner Van Zandt Cottage exterior before 1936 restoration Courtesy Star-Telegram Collection, University of Texas Arlington Since 1996, the City of Fort Worth/Log Cabin Village and the Van Zandt Cottage Friends, Inc. (VZCFI, founded in 2005), have worked together to re-restore the Cottage to its 1936 configuration as closely as possible.  The VZCFI have raised almost half a million dollars to date to make this restoration a reality. While this work is still ongoing, the re-restoration efforts have resulted in the improvements seen on at the site today. ©2024 by Log Cabin Village, Fort Worth's living history museum. Proudly created with Wix.com",NON-EVENT,1,https://www.logcabinvillage.org/vanzandtcottage,947,152
"Log Cabin Village is a living history museum owned and operated by the . The Village is dedicated to the preservation of  19th c. folk architecture and frontier lifeways. The purpose of Log Cabin Village is to educate the public through the collection, preservation and interpretation of artifacts, representative structures, and other items of social and cultural significance to Texas’ pioneer era (1840-1890). Log Cabin Village aspires to build connections to 19th century Texas by providing educational opportunities and sensory experiences that are engaging, accurate, and as authentic as possible. We invite you to connect with the ancestors… right here in the heart of Fort Worth. We can’t wait to see you here! In the 1950s, the Village was a project of the Pioneer Texas Heritage Committee and members of the Tarrant County Historical Society. Members of these organizations realized that log structures, which were prevalent in the 1800s, were rapidly vanishing from the Texas landscape – and a portion of Texas history was vanishing with them. That is why they decided to create a Village dedicated to log cabin culture, history and preservation. Six log houses, dating back to the mid 1800s, were selected from the North Texas region, moved to the present site, and restored in the 1950s to early 1960s. The Village was then donated to the City of Fort Worth, and it opened to the public in 1966. The Foster Cabin, an impressive 1850s plantation log house, was added in 1974 and the 1870s Marine School in 2003. The restoration of the Reynolds Smokehouse, relocated to the Village in 2004 from Azle, was completed in 2005. Today, each of the historic structures, furnished with authentic artifacts, provides a vivid look at life in the nineteenth century North Texas frontier. Each log house displays different aspects of pioneer life. The exhibits include a water-powered gristmill, a one-room schoolhouse, a blacksmith shop, an herb garden, and several log home settings. Historical interpreters, who are City of Fort Worth staff and volunteers, depict the lifestyle of the people who lived and settled the area in the mid to late 1800s. Log Cabin Village also manages the Van Zandt Cottage, a Recorded Texas Historic Landmark and listed on the National Register of Historic Places. The Cottage is currently undergoing restoration through a partnership between the City of Fort Worth and the Van Zandt Cottage Friends, Inc. Stay tuned for progress on this exciting project.",NON-EVENT,0,https://www.logcabinvillage.org/about,2487,404
"“Set-t'an Annual Calendar of the Kiowa, depicting the years 1833-1892.” Kiowa Counts & Community Histories Many of our Indigenous ancestors kept calendars to record the history of their people. Our Kiowa ancestors divided their calendar into two seasons: summer and winter. The calendar keeper, usually an artist, drew one image for each season. Each image depicted an important event that had taken place during the year. In the mid-19th century, calendar keepers used animal hides as a canvas but later these calendars were re-drawn on thick manila sheets or in ledgers. Since the calendar had two images (one for summer and one for winter), the calendar keeper used a special symbol to represent each season. Summer events had a depiction of a Medicine Lodge where summer gatherings and ceremonies took place; winter events had a vertical black line underneath that season’s pictograph. Summer 1866 pictograph depicting the Flat Metal or German Silver Sun Dance. From the calendar keeper Jòhâusàn",NON-EVENT,1,https://www.logcabinvillage.org/wintercount,999,159
Winter 1879 pictograph depicting when a medicine man anticipated a night attack on a Kiowa war party.,EVENT,2,https://www.logcabinvillage.org/wintercount,101,17
"The pictographs represented local events, beliefs, history, and traditions. No universal pictograph language existed; our Comanche ancestors used different types of images than our Kiowa or Lakota ancestors. While most Indigenous communities today no longer keep a winter count, the tradition of sharing stories continues at community gatherings like powwows and family get-togethers.",NON-EVENT,0,https://www.logcabinvillage.org/wintercount,384,53
"In January 2024, Log Cabin Village partnered with the Fort Worth ISD American Indian Education Program (AIEP) for a special day of learning. Students in the program and their families learned how our Indigenous ancestors made paints using natural materials found nearby. The students worked together using their paints to create this Winter Count-inspired piece to remember the day's events.",EVENT,2,https://www.logcabinvillage.org/wintercount,391,60
"Many of our Indigenous ancestors, like the Kiowa, Lakota, Mandan, and Blackfeet, made Winter Counts to record important hunts, battles, and events for their respective tribes on an animal hide. Over time, calendar keepers added to the count, visually representing the tribe’s history. The students collaborated on their design to document their presence at the Village and their connection to one another. This AIEP count includes several symbols reflecting the students’ experience at Log Cabin Village. The students centered the Medicine Wheel, a representation of the sacred circle seen in many tribes, on the hide. The wavy black lines embody the wind that made the morning of the program a cold day. The tipi at the lower right-hand corner symbolizes Log Cabin Village. Each participant then added their handprint connecting them to the count, each other, and Log Cabin Village. We are honored that the students decided to give the Village their count to help educate others about our Indigenous relatives, both past and present. En enero de 2024, Log Cabin Village se asoció con el Programa de Educación para Indígenas Americanos (AIEP) de Fort Worth ISD para un día especial de aprendizaje. Los estudiantes del programa y sus familias aprendieron cómo nuestros ancestros indígenas hacían pinturas utilizando materiales naturales que se encontraban as su alrededor. Los estudiantes trabajaron juntos usando sus pinturas para crear esta pieza inspirada en un Winter Count para recordar los eventos del día. Muchos de nuestros ancestros indígenas, como los Kiowa, Lakota, Mandan y Blackfeet, crearon Winter Counts para registrar cacerías, batallas y eventos importantes para sus respectivas tribus en una piel de animal. Con el tiempo, los encargados del calendario aumentaron el recuento, representando visualmente la historia de la tribu. Los estudiantes colaboraron en su diseño para documentar su presencia en Village y su conexión entre ellos mismos. Este recuento de AIEP incluye varios símbolos que reflejan la experiencia de los estudiantes en Log Cabin Village. Los estudiantes centraron en la piel la Rueda Medicinal, una representación del círculo sagrado visto en muchas tribus. Las líneas negras onduladas representan el viento que hubo en la mañana del programa recordando el día frío. El tipi en la esquina derecha hacia abajo simboliza Log Cabin Village. Luego, cada participante agregó la huella de su mano conectándolos con el relato, entre sí y con Log Cabin Village. Nos sentimos honrados de que los estudiantes hayan decidido dar su cuento a el Village para ayudar a educar a otros sobre nuestros parientes indígenas, tanto pasados como presentes.",NON-EVENT,0,https://www.logcabinvillage.org/wintercount,2672,419
"15 to 80 students (no more than 95 people total, including students, teachers, and adults) Tuesday through Saturday at either 10:00 a.m. or 1:00 p.m. With this option, you have flexibility in the length of your stay! We ask that you arrive on time for your tour, but once you begin you can stay for as little or as long as you'd like. $5.00 per participant, one adult free for every 10 participants; additional adults are $5.00 each. Reserve your field trip with our at least two weeks before your desired date. Payment is due at time of field trip. No pre-payments accepted. Frontier 101 is a great program for all ages. During your field trip, you will see 4-6 historical interpreters throughout the Village. Cabins that do not have an interpreter will have explanatory text panels and a Find that Artifact activity for you and your students to use at that stop. Participants are divided into pods to travel from cabin to cabin visiting with our historical interpreters dressed in period attire. The interpreters discuss 19th century Texas frontier history, demonstrate various crafts from the time period, and engage visitors in a conversation about the past. Reproduction items that can be touched are available at each tour stop. Demonstrations available vary but may include weaving, candle-dipping, blacksmithing, and milling.",NON-EVENT,0,https://www.logcabinvillage.org/frontier-101,1333,220
"History doesn’t change but our understanding of it evolves over time. New evidence and primary sources are found, additional voices are elevated, and fuller narratives are embraced. That is the process of history. As we learn more, we rethink the ways we talk about history. Sometimes that means we change the language we use or the stories we emphasize. Just like good scientists don’t discount new evidence that contradicts previous findings, good historians must remain willing to consider underutilized or previously undiscovered resources. Log Cabin Village is not immune to this shift in perspective. Our historians wrote our outdoor signage over 15 years ago with the best historical information available. Recently, we took some time to review the signs. We found that some of the information was outdated or, in a few cases, flat-out factually wrong. (Like the time we wrote that a family had two sons when they actually had three!) There is a long-term plan to improve our signage. But for now, we want to acknowledge that our understanding of history has expanded. Enter the That’s Not Great Project. Click on the buildings below to see how our perspective has shifted. You’ll be taken to text, visuals, and videos that explain why portions of that sign aren’t great. This information is based on the best sources currently available. That information might change again in the future. And that’s ok. Historical interpretation isn’t fixed and inflexible and neither are we. El Eso No es un Gran Proyecto La historia no cambia, pero nuestro entendimiento de ella evoluciona con el tiempo. Se encuentran nuevas evidencias y fuentes primarias, voces adicionales son escuchadas, y se adoptan narrativas aceptadas. Ese es el proceso de la historia. A medida que aprendemos más, reconsideramos las formas en que hablamos sobra la historia.  A veces eso significa que cambiemos el lenguaje que usamos o las historias que enfatizamos. Al igual como buenos científicos que no descartan nuevas evidencias que contradigan hallazgos anteriores, los buenos historiadores deben permanecer dispuestos a considerar recursos infrautilizados o no descubiertos previamente. Haga clic en los edificios de arriba para ver cómo ha cambiado nuestra perspectiva.  Lo llevara a textos, imágenes, y videos que explican por qué partes de ese letrero no son geniales. Esta información se basa en las mejores fuentes actualmente disponibles. Esa información podría volver a cambiar en el futuro. Y eso está bien. La interpretación histórica no es fija e inflexible, y nosotros tampoco.",NON-EVENT,0,https://www.logcabinvillage.org/notgreatproject,2567,407
2100 Log Cabin Village Lane,NON-EVENT,1,https://www.logcabinvillage.org/contact-us,27,5
"Log Cabin Village features a collection of Texas log cabins each showcasing a distinct architectural style. Dating from the mid to late 1800s, these structures allow us to quite literally step into the homes of our ancestors and imagine what life might have been like in 19th century Texas. Click on the name of a cabin to learn more about its history, or keep scrolling to read about each one. Have a question about the cabins? Click here for frequently asked questions! was built on-site in the 1980s to represent a typical forge found on the Texas frontier. Our historical interpreters use the space to demonstrate blacksmithing and the craftsmanship required to create the ironwork needed by our pioneer ancestors. is an “I” home with square notching built by enslaved workers around 1853. Originally, the first floor consisted of an entrance hall, a parlor, two bedrooms, a kitchen, and a dining area. A narrow stairway led to the second story with three more bedrooms. Today the home serves as the entrance to the Village. The parlor is decorated to show Victorian tastes in interior design. is a two-story single-pen house built in the 1860s. The original chimney provided a fireplace both upstairs and downstairs. Today, our talented historical interpreters use the cabin to show off the skills of 19th century woodworkers. is an example of a typical one-room schoolhouse built in the 1870s. This building was originally located in what is now Fort Worth’s Northside neighborhood. The Schoolhouse still serves as a space to inspire a love of learning for all ages! is a double-pen dogtrot home built sometime in the 1840s-1850s. A dogtrot is a breezeway that separates two log rooms to allow for cooling breezes to flow through the house in the summer. The Parker Cabin has ties to several big names in Texas history including Isaac Parker, his niece Nadua (Cynthia Ann Parker), and Amon G. Carter. Learn more when you stop by and visit with our historical interpreters! is a one-and-a-half-story single pen cabin built circa 1855. The cabin was originally located along Spring Creek, less than ten miles south of Weatherford in Parker County. While the Village only has one pen, the structure was once a dogtrot ell cabin with three rooms arranged in an ""L"" shape separated by breezeways. Today Village interpreters demonstrate 19th-century spinning and weaving in the Pickard cabin. is a single-pen cabin built in the 1860s. The cabin originally stood along Spring Creek in Parker county, south of Weatherford. The Seela cabin now serves as the Village’s hands-on cabin where all our visitors are invited to try their hand at pioneer chores and pastimes! The Shaw Cabin and Gristmill is a single-pen cabin built around 1854. Throughout its lifetime it’s been many things: a home, bunkhouse, and storage barn with livestock sheds. At the Village, our historical interpreters use the Shaw Cabin to demonstrate the work and importance of gristmills on the Texas frontier. is a single-pen cabin built around 1853. At one point, the cabin had two pens connected by a central chimney that could heat both sides of the cabin. It was the cabin moved from its original location near present-day Peaster to the Village in 1958.  Today, the Tompkins cabin is well known to visitors as the candle pot cabin; historical interpreters dip candles and invite visitors to try their hand at this important 19th-century skill. The only structure on our site that is not an authentic historic structure is the reproduction blacksmith shop.  All of our other buildings (except the modern bathrooms) were built in the mid-19th century. Does anyone live at Log Cabin Village? No, none of our human staff live at the Village. Only our resident felines stay here. Were the cabins originally built here? All of the structures were moved to the site from other locations in north and central Texas between the late 1950s and early 2000s. How were the cabins moved here? All of the buildings except the Marine School and the Tompkins Cabin were dismantled log by log and relocated and restored on site.  The Marine School (sans roof) and the Tompkins were moved intact What kind of wood was used to build the cabins? Oak and cedar were the trees of choice for the cabins preserved at Log Cabin Village. Are these log cabins or log houses? All of our log structures are actually log houses.  Log cabins were temporary structures that were quickly constructed with round logs that still had the bark.  These buildings were squared up and hand hewn for more permanent use. For more information, please check out TSHA's page on Texas log architecture. Chinking is the material (i.e. rocks, sticks, mud, and straw) placed between the gaps of stacked logs to help keep out the elements. Today, we use a modern compound called Log Jam to better care for and preserve the buildings for future generations.",NON-EVENT,0,https://www.logcabinvillage.org/structures,4879,820
"Field Trips & Outreach Options A great option for large groups of 15 or more. Explore the Village while talking to our historical interpreters! Spend the day as a pioneer schoolchild. A good option for groups of 15-25 who want a more in-depth experience. Experience life as a 19th-century child in this half-day program. Perfect for groups of 15-25 ready for hands-on chores and activities. Bring frontier learning into your classroom with one of our four traveling trunks. Each contains lesson plans and activities to engage learners of all ages. Live and pre-recorded options for those who prefer a virtual environment while still connecting with the ancestors. Pre-recorded program for student history detectives in  K-5th grade. Includes lesson materials and teacher guides. Pre-recorded program for  6th-12th graders. Students work with a historical interpreter and a variety of primary sources to analyze the past. Pre-recorded program for  K-5th graders. Village historical interpreters demonstrate blacksmithing, milling, and woodworking. Includes interactive notebooks. Pre-recorded program for  K-5th graders. Village historical interpreters demonstrate skills like spinning and weaving while exploring what life was like in 1800s Texas. Includes interactive notebook.",NON-EVENT,0,https://www.logcabinvillage.org/group-visits,1278,185
"Keep your pioneer learning going, even if you can't make it to the Village. Use our lessons and activity resources to explore the frontier from the comfort of your home! Activity: Find the Village related words in this fun puzzle Activity: Go on a digital scavenger hunt using the 360 images on our Learn more about life on the frontier, listen to historic music, and try your hand at 19th-century crafts with this video series starring our historical interpreters. You asked and we answered! When our visitors submitted their questions about life on the Texas frontier, our historical interpreters had answers ready to go! Submit your own question to us on any of our social media channels. #AskAPioneer",NON-EVENT,1,https://www.logcabinvillage.org/learn-from-home,704,118
"Become a Log Cabin Village Member! Show your support for the Village AND get some great perks! · TEN PERCENT OFF items in the museum store · TEN PERCENT OFF LCV classes, programs, and candle dipping · NO $1 special event fee for holiday and other large family events $75 annual FAMILY membership is good for admission for up to SIX people $25 annual INDIVIDUAL membership is good for admission for ONE person Sign up and pay TODAY by visiting this link (select either the family or individual membership from the drop-down) or by stopping by our Museum Store!",NON-EVENT,0,https://www.logcabinvillage.org/membership,559,99
Murder at the Village: A Log Cabin Village Murder Mystery,NON-EVENT,0,https://www.logcabinvillage.org/calendar-of-events,57,10
"15 to 25 (or $90 minimum) Tuesday and Thursday, 9:30 a.m. to 12:00 p.m., September to May $6 per participant, one adult free for every 10 participants; additional adults are $6 each if staying all day, $5 each if coming for the Village tour only. Pioneer School is an adventure that gives your group the chance to experience an 1880s school day. The day includes learning lessons using slates and a curriculum that we provide online (see link below), and our Frontier 101 program (included in the Pioneer School fee).  You can lunch in the adjacent park. Students and teachers are given sample clothing and lunch suggestions in the Please note: although we provide the , we do not supply the teacher. Please make sure that one of your sponsors is comfortable leading the school day.",NON-EVENT,0,https://www.logcabinvillage.org/pioneer-school,782,136
"Frontier 101: What to Expect Answers to your questions about invoices, pricing and payment, weather policies, and historical interpreters All the insider tips on where to park, reminders for chaperones, and a guide to the perfect pod size What to expect while visiting the interpreters, safety reminders, and where to eat lunch From invoices to group sizes, this section has your answers! During your field trip, you will see 4-6 historical interpreters throughout the Village. We can't guarantee that you will see a historical interpreter at every cabin, but our interpreters can answer questions about any building at the Village. Cabins that do not have an interpreter will have explanatory text panels and a Find that Artifact activity station for you and your students to use at that stop. Our interpreters are human and do take lunch breaks! Only two interpreters eat lunch at a time, so there are always multiple interpreters outside to talk to your students. Need an invoice? Use our invoice generator at if you need documentation for your school or district. Simply follow the link, click Make a Copy, and fill in your information. Your tour balance is due on the day of your tour. Please do not pay in advance as refunds cannot be issued. Students are $5.00 each, and you get one adult free for every 10 students. Additional chaperones are $5.00 each. We accept credit cards, cash, and checks (payable to City of Fort Worth--LCV). Make sure checks are only for the amount due; we have no way of giving change for incorrect check amounts. The tour activities at Log Cabin Village will take place outdoors (rain or shine) and in non-climate-controlled structures. Please encourage students to dress accordingly. We have water fountains on-site, but you may wish to encourage students to bring bottles of water, especially on those hot Texas days! Need to cancel or reschedule? Use the cancel button on your confirmation email or call us at 817-392-5881. Tips for timing, parking,  chaperones, and group sizes!",NON-EVENT,0,https://www.logcabinvillage.org/f101faq,2017,335
"Your tour begins at either 10:00 a.m. or 1:00 p.m. Your time here is flexible; there is no set end time to your tour. Most people spend 1 ½ to 2 hours on site. If you have specific time restraints, please let us know!",EVENT,2,https://www.logcabinvillage.org/f101faq,217,44
"Buses should park along Log Cabin Village Lane and not in the parking lot. Please ask your bus drivers to refrain from leaving the buses idling. The sound of the engine makes it difficult to hear our historical interpreters. Please remind adults to take or hide personal belongings left in their vehicles in the parking lot. To have the best and safest experience possible, please break your group into pods of approximately 12 people (students, teachers, and adults). Each pod should have at least one adult. Please have them stay in these small pods for the entirety of your tour. A group size guide is below: *No more than 8 pods per field trip group, please! A guide for a fun and successful tour! During your field trip, you will see 4-6 historical interpreters throughout the Village. We can't guarantee that you will see a historical interpreter at every cabin, but our interpreters can answer questions about any building at the Village. Cabins that do not have an interpreter will have explanatory text panels and a Find that Artifact activity station for you and your students to use at that stop. Only one pod per cabin during your visit, please. This will make it easier for students to engage with our interpreters and keep everyone safe! We ask that students walk rather than run, and stay on the sidewalks. Students should not be left or allowed to roam unattended. Help us protect the Village from hungry critters! Enjoy your snacks and picnic lunches outside the Village grounds in Bobo Woods, the beautiful park adjacent to our parking lot. If you need to take a snack break, you can go to the park and then come back to the Village for more field trip fun.",NON-EVENT,0,https://www.logcabinvillage.org/f101faq,1675,294
"Please click the button for more information We welcome our neurodivergent visitors and their families. You can download our Social Story to help prepare for an enjoyable visit: Copies of the Social Story are also available from our front desk upon request. What to Expect During Your Visit and Frequently Asked Questions:​ We are currently open Tuesday-Saturday, 9:30 am-4:00 pm. (last admission sold at 3:00 p.m.). There is no fee for parking. What will I see when I visit? You will enter a beautiful wooded area dotted with log structures where you can “escape the present and experience the past.”  You will have the opportunity to see every one of our historic structures.  They all remain open during normal operation hours. Our historical interpreters are on-site to give demonstrations and answer any questions you may have every day, all day!  You will also have the opportunity to explore the herb garden, gift shop, and our beautiful winding paths. How long does it take to tour the Village? Your experience at the Village is truly a visit that is tailor-made for you.  You can stroll the grounds, visit with our historical interpreters, and/or read all of our informational labels at your own pace.  We have some visitors who spend half an hour and others who have spent three or more.  Try us out and see what works best for you! Do you offer field trips? We have several types of field trip opportunities to fit your needs! For more information about all of our field trip options, including pricing and scheduling, please check out our Yes, please take photos when you come!  We would be upset if you didn’t.  Commercial photographers must pay the City of Fort Worth’s photography fee of $75/hour. This fee includes admission for photographer and five others to the Village. We allow photography in any public areas of the Village during our normal hours of operation as long as it doesn't inhibit access for other patrons. No furniture, chairs, or exhibit elements may be touched or moved. If you are interested in commercially photographing or filming at the Village, please contact us at No. With the exception of service animals, dogs are not permitted at the Village. Are you wheelchair accessible and do you rent strollers and wheelchairs? All our concrete paths are wheelchair accessible. The only structure that is not accessible is the Shaw Creek Gristmill.  However, the interior of the cabin can be viewed on a sign outside of the mill.  All other interiors can be viewed through front or side doors or entered. Strollers and wheelchairs are not available at Log Cabin Village, but we welcome you to bring your own. Do you sell drinks and food on site? We do not sell food on site, but we have several restaurants nearby and a lovely park for picnicking directly adjacent to our parking lot. One water fountain is available on site.  We also sell bottled water and historic-style soda pop (and stick candy for your sweet tooth). You are welcome to bring your own water bottle. What are your pandemic safety protocols? Face coverings are not required, although we encourage you to stay at least 6 feet away from others not in your party. Hand sanitizing units are available throughout the site. Can the site be rented for weddings or other events? Can I rent a cabin? No, we do not allow rentals of any kind.  We simply do not have the accommodations and infrastructure appropriate to host any events other than our own. We do not offer cabin rentals; it would be an uncomfortable night in a historic, non-insulated cabin! Do you have ghosts/are you haunted? That is a question we want you to answer for yourself.  There are many stories and legends about ghost experiences at the Village.  We invite you to do some research on your own, visit us yourself, and tell us what you think.   Due to safety and security reasons, paranormal investigations are only allowed during our regular hours of operation.  No after hours access is permitted. How do I become a historical interpreter at Log Cabin Village? The interpreters at the Village are paid City of Fort Worth employees. If you are interested in working at Log Cabin Village, please apply through the City of Fort Worth  Job Board . We post all of our job openings on our social media pages ( Anything else I should know before I visit? Add one of our Time Traveler bags ($20) to your visit. The bags are filled with all kinds of goodies to help you escape the present and experience the past...plus you get to take it home with you! You can also print one of our Village scavenger hunts to bring with you.",NON-EVENT,0,https://www.logcabinvillage.org/faq,4586,795
"Pioneer School: What to Expect The Schoolhouse is a historic building and we want you to help us preserve it for another 100 years! Check out some important instructions about the use of the School before you arrive to help us be good stewards of the structure: As a reminder, you will need to provide your own teacher for the school activities. A guide of suggested activities/curriculum can be downloaded here: Students are $6.00 each ($90 minimum), and you get one adult free for every 10 students. Additional adults are $6.00 each if staying for the tour, and $5 each if only arriving for the tour.",NON-EVENT,0,https://www.logcabinvillage.org/faq-pioneer-school,602,106
Your tour begins at 9:30 a.m; your afternoon Frontier 101 tour begins anytime your group is ready after 11:30 a.m. Please be in and out of the School at your allotted time.,EVENT,2,https://www.logcabinvillage.org/faq-pioneer-school,172,32
"To have the best and safest experience possible, please break your group into pods of approximately 12 people (students, teachers, and adults) during the Frontier 101 portion of your field trip. Each pod should have at least one adult. Please have them stay in these small pods for the entirety of your tour. A group size guide is below: *No more than 3 pods per field trip group, please! During the Frontier 101 portion of your field trip, you will see 4-6 historical interpreters throughout the Village. We can't guarantee that you will see a historical interpreter at every cabin, but our interpreters can answer questions about any building at the Village. Cabins that do not have an interpreter will have explanatory text panels and a Find that Artifact activity station for you and your students to use at that stop.",NON-EVENT,1,https://www.logcabinvillage.org/faq-pioneer-school,822,141
